frame,plan_position_x,plan_position_y,plan_orientation_z,plan_orientation_w,ID
map,2.807311,-3.838935,-0.166270,0.986080,2
map,2.830929,-3.847133,-0.166273,0.986080,2
map,2.854547,-3.855331,-0.166272,0.986080,2
map,2.878164,-3.863528,-0.166272,0.986080,2
map,2.901782,-3.871726,-0.164395,0.986395,2
map,2.925461,-3.879744,-0.159457,0.987205,2
map,2.949238,-3.887468,-0.153443,0.988157,2
map,2.973106,-3.894907,-0.150489,0.988612,2
map,2.973106,-3.894907,0.006245,0.999981,2

map,-3.770957,-3.665939,-0.229033,0.973419,3
map,-3.745748,-3.678497,-0.117460,0.993078,3
map,-3.720753,-3.677984,0.010926,0.999940,3
map,-3.695760,-3.677405,0.008552,0.999963,3
map,-3.670761,-3.677129,0.005673,0.999984,3
map,-3.645763,-3.676837,0.004658,0.999989,3
map,-3.620764,-3.676663,0.003534,0.999994,3
map,-3.595764,-3.676484,0.003018,0.999995,3
map,-3.570765,-3.676361,0.002474,0.999997,3
map,-3.545765,-3.676237,0.002184,0.999998,3
map,-3.520765,-3.676143,0.001887,0.999998,3
map,-3.495765,-3.676048,0.001716,0.999999,3
map,-3.470765,-3.675971,0.001542,0.999999,3
map,-3.445765,-3.675894,0.001558,0.999999,3
map,-3.420766,-3.675815,0.001528,0.999999,3
map,-3.395766,-3.675741,0.001353,0.999999,3
map,-3.370766,-3.675680,0.001190,0.999999,3
map,-3.345766,-3.675622,0.001065,0.999999,3
map,-3.320766,-3.675573,0.000947,1.000000,3
map,-3.295766,-3.675527,0.000853,1.000000,3
map,-3.270766,-3.675488,0.000765,1.000000,3
map,-3.245766,-3.675451,0.000694,1.000000,3
map,-3.220766,-3.675419,0.000627,1.000000,3
map,-3.195766,-3.675388,0.000571,1.000000,3
map,-3.170766,-3.675362,0.000519,1.000000,3
map,-3.145766,-3.675336,0.000477,1.000000,3
map,-3.120766,-3.675314,0.000436,1.000000,3
map,-3.095766,-3.675293,0.000401,1.000000,3
map,-3.070766,-3.675274,0.000368,1.000000,3
map,-3.045766,-3.675256,0.000340,1.000000,3
map,-3.020766,-3.675240,0.000314,1.000000,3
map,-2.995766,-3.675225,0.000290,1.000000,3
map,-2.970766,-3.675211,0.000268,1.000000,3
map,-2.945766,-3.675198,0.000249,1.000000,3
map,-2.920766,-3.675186,0.000232,1.000000,3
map,-2.895766,-3.675174,0.000216,1.000000,3
map,-2.870766,-3.675164,0.000200,1.000000,3
map,-2.845766,-3.675154,0.000187,1.000000,3
map,-2.820766,-3.675146,0.000174,1.000000,3
map,-2.795766,-3.675137,0.000162,1.000000,3
map,-2.770766,-3.675129,0.000153,1.000000,3
map,-2.745766,-3.675122,0.000143,1.000000,3
map,-2.720766,-3.675115,0.000134,1.000000,3
map,-2.695766,-3.675108,0.000125,1.000000,3
map,-2.670766,-3.675103,0.000117,1.000000,3
map,-2.645766,-3.675097,0.000111,1.000000,3
map,-2.620766,-3.675092,0.000103,1.000000,3
map,-2.595766,-3.675086,0.000097,1.000000,3
map,-2.570766,-3.675082,0.000093,1.000000,3
map,-2.545766,-3.675077,0.000088,1.000000,3
map,-2.520766,-3.675073,0.000082,1.000000,3
map,-2.495766,-3.675069,0.000076,1.000000,3
map,-2.470766,-3.675066,0.000072,1.000000,3
map,-2.445766,-3.675062,0.000068,1.000000,3
map,-2.420766,-3.675059,0.000063,1.000000,3
map,-2.395766,-3.675056,0.000061,1.000000,3
map,-2.370766,-3.675053,0.000058,1.000000,3
map,-2.345766,-3.675050,0.000053,1.000000,3
map,-2.320766,-3.675047,0.000051,1.000000,3
map,-2.295766,-3.675045,0.000049,1.000000,3
map,-2.270766,-3.675042,0.000046,1.000000,3
map,-2.245766,-3.675040,0.000043,1.000000,3
map,-2.220766,-3.675038,0.000041,1.000000,3
map,-2.195766,-3.675036,0.000039,1.000000,3
map,-2.170766,-3.675034,0.000036,1.000000,3
map,-2.145766,-3.675032,0.000035,1.000000,3
map,-2.120766,-3.675031,0.000033,1.000000,3
map,-2.095766,-3.675029,0.000031,1.000000,3
map,-2.070766,-3.675027,0.000030,1.000000,3
map,-2.045766,-3.675026,0.000028,1.000000,3
map,-2.020766,-3.675025,0.000026,1.000000,3
map,-1.995766,-3.675024,0.000025,1.000000,3
map,-1.970766,-3.675022,0.000024,1.000000,3
map,-1.945766,-3.675021,0.000022,1.000000,3
map,-1.920766,-3.675020,0.000021,1.000000,3
map,-1.895766,-3.675019,0.000020,1.000000,3
map,-1.870766,-3.675018,0.000019,1.000000,3
map,-1.845766,-3.675017,0.000018,1.000000,3
map,-1.820766,-3.675016,0.000017,1.000000,3
map,-1.795766,-3.675015,0.000016,1.000000,3
map,-1.770766,-3.675014,0.000015,1.000000,3
map,-1.745766,-3.675014,0.000014,1.000000,3
map,-1.720766,-3.675013,0.000013,1.000000,3
map,-1.695766,-3.675013,0.000012,1.000000,3
map,-1.670766,-3.675012,0.000012,1.000000,3
map,-1.645766,-3.675011,0.000012,1.000000,3
map,-1.620766,-3.675011,0.000010,1.000000,3
map,-1.595766,-3.675010,0.000010,1.000000,3
map,-1.570766,-3.675010,0.000010,1.000000,3
map,-1.545766,-3.675009,0.000009,1.000000,3
map,-1.520766,-3.675009,0.000009,1.000000,3
map,-1.495766,-3.675008,0.000009,1.000000,3
map,-1.470766,-3.675008,0.000008,1.000000,3
map,-1.445766,-3.675008,0.000008,1.000000,3
map,-1.420766,-3.675007,0.000008,1.000000,3
map,-1.395766,-3.675007,0.000007,1.000000,3
map,-1.370766,-3.675007,0.000006,1.000000,3
map,-1.345766,-3.675006,0.000006,1.000000,3
map,-1.320766,-3.675006,0.000005,1.000000,3
map,-1.295766,-3.675006,0.000005,1.000000,3
map,-1.270766,-3.675005,0.000006,1.000000,3
map,-1.245766,-3.675005,0.000005,1.000000,3
map,-1.220766,-3.675005,0.000005,1.000000,3
map,-1.195766,-3.675005,0.000005,1.000000,3
map,-1.170766,-3.675004,0.000005,1.000000,3
map,-1.145766,-3.675004,0.000005,1.000000,3
map,-1.120766,-3.675004,0.000005,1.000000,3
map,-1.095766,-3.675004,0.000005,1.000000,3
map,-1.070766,-3.675004,0.000004,1.000000,3
map,-1.045766,-3.675004,0.000004,1.000000,3
map,-1.020766,-3.675003,0.000004,1.000000,3
map,-0.995766,-3.675003,0.000004,1.000000,3
map,-0.970766,-3.675003,0.000004,1.000000,3
map,-0.945766,-3.675003,0.000003,1.000000,3
map,-0.920766,-3.675003,0.000002,1.000000,3
map,-0.895766,-3.675003,0.000003,1.000000,3
map,-0.870766,-3.675002,0.000004,1.000000,3
map,-0.845766,-3.675002,0.000004,1.000000,3
map,-0.820766,-3.675002,0.000003,1.000000,3
map,-0.795766,-3.675002,0.000003,1.000000,3
map,-0.770766,-3.675002,0.000003,1.000000,3
map,-0.745766,-3.675002,0.000001,1.000000,3
map,-0.720766,-3.675002,0.000000,1.000000,3
map,-0.695766,-3.675002,0.000000,1.000000,3
map,-0.670766,-3.675002,0.000000,1.000000,3
map,-0.645766,-3.675002,0.000000,1.000000,3
map,-0.620766,-3.675002,0.000000,1.000000,3
map,-0.595766,-3.675002,0.000000,1.000000,3
map,-0.570766,-3.675002,0.000000,1.000000,3
map,-0.545766,-3.675002,0.000001,1.000000,3
map,-0.520766,-3.675001,0.000001,1.000000,3
map,-0.495766,-3.675001,0.000000,1.000000,3
map,-0.470766,-3.675001,0.000000,1.000000,3
map,-0.445766,-3.675001,0.000001,1.000000,3
map,-0.420766,-3.675001,0.000001,1.000000,3
map,-0.395766,-3.675001,0.000000,1.000000,3
map,-0.370766,-3.675001,0.000001,1.000000,3
map,-0.345766,-3.675001,0.000001,1.000000,3
map,-0.320766,-3.675001,0.000001,1.000000,3
map,-0.295766,-3.675001,0.000002,1.000000,3
map,-0.270766,-3.675001,0.000003,1.000000,3
map,-0.245766,-3.675001,0.000002,1.000000,3
map,-0.220766,-3.675001,0.000000,1.000000,3
map,-0.195766,-3.675001,0.000001,1.000000,3
map,-0.170766,-3.675001,0.000001,1.000000,3
map,-0.145766,-3.675001,0.000001,1.000000,3
map,-0.120766,-3.675001,0.000002,1.000000,3
map,-0.095766,-3.675001,0.000001,1.000000,3
map,-0.070766,-3.675001,0.000000,1.000000,3
map,-0.045766,-3.675001,0.000000,1.000000,3
map,-0.020766,-3.675001,0.000000,1.000000,3
map,0.004234,-3.675001,0.000000,1.000000,3
map,0.029234,-3.675001,0.000000,1.000000,3
map,0.054234,-3.675001,0.000000,1.000000,3
map,0.079234,-3.675001,0.000000,1.000000,3
map,0.104234,-3.675001,0.000000,1.000000,3
map,0.129234,-3.675001,0.000000,1.000000,3
map,0.154234,-3.675001,0.000000,1.000000,3
map,0.179234,-3.675001,0.000000,1.000000,3
map,0.204234,-3.675001,0.000000,1.000000,3
map,0.229234,-3.675001,0.000000,1.000000,3
map,0.254234,-3.675001,0.000000,1.000000,3
map,0.279234,-3.675001,0.000000,1.000000,3
map,0.304234,-3.675001,0.000000,1.000000,3
map,0.329234,-3.675001,0.000000,1.000000,3
map,0.354234,-3.675001,0.000000,1.000000,3
map,0.379234,-3.675001,0.000000,1.000000,3
map,0.404234,-3.675001,0.000000,1.000000,3
map,0.429234,-3.675001,0.000000,1.000000,3
map,0.454234,-3.675001,0.000000,1.000000,3
map,0.479234,-3.675001,0.000000,1.000000,3
map,0.504234,-3.675001,0.000000,1.000000,3
map,0.529234,-3.675001,0.000000,1.000000,3
map,0.554234,-3.675001,0.000000,1.000000,3
map,0.579234,-3.675001,0.000000,1.000000,3
map,0.604234,-3.675001,0.000000,1.000000,3
map,0.629234,-3.675001,0.000000,1.000000,3
map,0.654234,-3.675001,0.000000,1.000000,3
map,0.679234,-3.675001,-0.000002,1.000000,3
map,0.704234,-3.675001,-0.000003,1.000000,3
map,0.729234,-3.675001,-0.000002,1.000000,3
map,0.754234,-3.675001,-0.000003,1.000000,3
map,0.779234,-3.675001,-0.000004,1.000000,3
map,0.804234,-3.675001,-0.000005,1.000000,3
map,0.829234,-3.675002,-0.000006,1.000000,3
map,0.854234,-3.675002,-0.000006,1.000000,3
map,0.879234,-3.675002,-0.000007,1.000000,3
map,0.904234,-3.675003,-0.000008,1.000000,3
map,0.929234,-3.675003,-0.000010,1.000000,3
map,0.954234,-3.675004,-0.000011,1.000000,3
map,0.979234,-3.675004,-0.000013,1.000000,3
map,1.004234,-3.675005,-0.000015,1.000000,3
map,1.029234,-3.675006,-0.000018,1.000000,3
map,1.054234,-3.675007,-0.000022,1.000000,3
map,1.079234,-3.675008,-0.000025,1.000000,3
map,1.104234,-3.675009,-0.000029,1.000000,3
map,1.129234,-3.675011,-0.000033,1.000000,3
map,1.154234,-3.675013,-0.000040,1.000000,3
map,1.179234,-3.675015,-0.000047,1.000000,3
map,1.204234,-3.675017,-0.000054,1.000000,3
map,1.229234,-3.675020,-0.000065,1.000000,3
map,1.254234,-3.675024,-0.000075,1.000000,3
map,1.279234,-3.675028,-0.000088,1.000000,3
map,1.304234,-3.675032,-0.000104,1.000000,3
map,1.329234,-3.675038,-0.000121,1.000000,3
map,1.354234,-3.675045,-0.000142,1.000000,3
map,1.379234,-3.675052,-0.000167,1.000000,3
map,1.404234,-3.675061,-0.000195,1.000000,3
map,1.429234,-3.675072,-0.000229,1.000000,3
map,1.454234,-3.675084,-0.000268,1.000000,3
map,1.479234,-3.675098,-0.000314,1.000000,3
map,1.504234,-3.675116,-0.000368,1.000000,3
map,1.529234,-3.675135,-0.000432,1.000000,3
map,1.554234,-3.675159,-0.000506,1.000000,3
map,1.579234,-3.675186,-0.000592,1.000000,3
map,1.604234,-3.675218,-0.000695,1.000000,3
map,1.629234,-3.675256,-0.000814,1.000000,3
map,1.654234,-3.675299,-0.000955,1.000000,3
map,1.679234,-3.675351,-0.001120,0.999999,3
map,1.704234,-3.675411,-0.001311,0.999999,3
map,1.729234,-3.675482,-0.001538,0.999999,3
map,1.754234,-3.675565,-0.001803,0.999998,3
map,1.779234,-3.675663,-0.002113,0.999998,3
map,1.804233,-3.675776,-0.002477,0.999997,3
map,1.829233,-3.675910,-0.002904,0.999996,3
map,1.854232,-3.676067,-0.003406,0.999994,3
map,1.879231,-3.676251,-0.003992,0.999992,3
map,1.904231,-3.676466,-0.004681,0.999989,3
map,1.929229,-3.676719,-0.005489,0.999985,3
map,1.954228,-3.677015,-0.006437,0.999979,3
map,1.979225,-3.677362,-0.007551,0.999972,3
map,2.004221,-3.677770,-0.008856,0.999961,3
map,2.029217,-3.678248,-0.010389,0.999946,3
map,2.054211,-3.678809,-0.012189,0.999926,3
map,2.079202,-3.679467,-0.014303,0.999898,3
map,2.104190,-3.680239,-0.016788,0.999859,3
map,2.129174,-3.681145,-0.019708,0.999806,3
map,2.154151,-3.682209,-0.023140,0.999732,3
map,2.179120,-3.683459,-0.027176,0.999631,3
map,2.204077,-3.684926,-0.031925,0.999490,3
map,2.229018,-3.686650,-0.037512,0.999296,3
map,2.253935,-3.688674,-0.044088,0.999028,3
map,2.278822,-3.691054,-0.051823,0.998656,3
map,2.303665,-3.693850,-0.060923,0.998142,3
map,2.328449,-3.697134,-0.071616,0.997432,3
map,2.353149,-3.700992,-0.084160,0.996452,3
map,2.377735,-3.705520,-0.098833,0.995104,3
map,2.402166,-3.710826,-0.115926,0.993258,3
map,2.426383,-3.717032,-0.135713,0.990748,3
map,2.450313,-3.724269,-0.147364,0.989082,3
map,2.474211,-3.731608,-0.148425,0.988924,3
map,2.498110,-3.738947,-0.148425,0.988924,3
map,2.522009,-3.746286,-0.148427,0.988923,3
map,2.545907,-3.753625,-0.148427,0.988923,3
map,2.569805,-3.760964,-0.148428,0.988923,3
map,2.593704,-3.768303,-0.148544,0.988906,3
map,2.617599,-3.775654,-0.149997,0.988686,3
map,2.641454,-3.783134,-0.152692,0.988274,3
map,2.665267,-3.790744,-0.155434,0.987846,3
map,2.689037,-3.798488,-0.158224,0.987403,3
map,2.712763,-3.806367,-0.161057,0.986945,3
map,2.736444,-3.814383,-0.163941,0.986470,3
map,2.760076,-3.822539,-0.165834,0.986154,3
map,2.783693,-3.830737,-0.166270,0.986080,3
map,2.807311,-3.838935,-0.166270,0.986080,3
map,2.830929,-3.847133,-0.166273,0.986080,3
map,2.854547,-3.855331,-0.166272,0.986080,3
map,2.878164,-3.863528,-0.166272,0.986080,3
map,2.901782,-3.871726,-0.164395,0.986395,3
map,2.925461,-3.879744,-0.159457,0.987205,3
map,2.949238,-3.887468,-0.153443,0.988157,3
map,2.973106,-3.894907,-0.150489,0.988612,3
map,2.973106,-3.894907,0.006245,0.999981,3

map,-3.770957,-3.665939,-0.229033,0.973419,4
map,-3.745748,-3.678497,-0.117460,0.993078,4
map,-3.720753,-3.677984,0.010926,0.999940,4
map,-3.695760,-3.677405,0.008552,0.999963,4
map,-3.670761,-3.677129,0.005673,0.999984,4
map,-3.645763,-3.676837,0.004658,0.999989,4
map,-3.620764,-3.676663,0.003534,0.999994,4
map,-3.595764,-3.676484,0.003018,0.999995,4
map,-3.570765,-3.676361,0.002474,0.999997,4
map,-3.545765,-3.676237,0.002184,0.999998,4
map,-3.520765,-3.676143,0.001887,0.999998,4
map,-3.495765,-3.676048,0.001716,0.999999,4
map,-3.470765,-3.675971,0.001542,0.999999,4
map,-3.445765,-3.675894,0.001558,0.999999,4
map,-3.420766,-3.675815,0.001528,0.999999,4
map,-3.395766,-3.675741,0.001353,0.999999,4
map,-3.370766,-3.675680,0.001190,0.999999,4
map,-3.345766,-3.675622,0.001065,0.999999,4
map,-3.320766,-3.675573,0.000947,1.000000,4
map,-3.295766,-3.675527,0.000853,1.000000,4
map,-3.270766,-3.675488,0.000765,1.000000,4
map,-3.245766,-3.675451,0.000694,1.000000,4
map,-3.220766,-3.675419,0.000627,1.000000,4
map,-3.195766,-3.675388,0.000571,1.000000,4
map,-3.170766,-3.675362,0.000519,1.000000,4
map,-3.145766,-3.675336,0.000477,1.000000,4
map,-3.120766,-3.675314,0.000436,1.000000,4
map,-3.095766,-3.675293,0.000401,1.000000,4
map,-3.070766,-3.675274,0.000368,1.000000,4
map,-3.045766,-3.675256,0.000340,1.000000,4
map,-3.020766,-3.675240,0.000314,1.000000,4
map,-2.995766,-3.675225,0.000290,1.000000,4
map,-2.970766,-3.675211,0.000268,1.000000,4
map,-2.945766,-3.675198,0.000249,1.000000,4
map,-2.920766,-3.675186,0.000232,1.000000,4
map,-2.895766,-3.675174,0.000216,1.000000,4
map,-2.870766,-3.675164,0.000200,1.000000,4
map,-2.845766,-3.675154,0.000187,1.000000,4
map,-2.820766,-3.675146,0.000174,1.000000,4
map,-2.795766,-3.675137,0.000162,1.000000,4
map,-2.770766,-3.675129,0.000153,1.000000,4
map,-2.745766,-3.675122,0.000143,1.000000,4
map,-2.720766,-3.675115,0.000134,1.000000,4
map,-2.695766,-3.675108,0.000125,1.000000,4
map,-2.670766,-3.675103,0.000117,1.000000,4
map,-2.645766,-3.675097,0.000111,1.000000,4
map,-2.620766,-3.675092,0.000103,1.000000,4
map,-2.595766,-3.675086,0.000097,1.000000,4
map,-2.570766,-3.675082,0.000093,1.000000,4
map,-2.545766,-3.675077,0.000088,1.000000,4
map,-2.520766,-3.675073,0.000082,1.000000,4
map,-2.495766,-3.675069,0.000076,1.000000,4
map,-2.470766,-3.675066,0.000072,1.000000,4
map,-2.445766,-3.675062,0.000068,1.000000,4
map,-2.420766,-3.675059,0.000063,1.000000,4
map,-2.395766,-3.675056,0.000061,1.000000,4
map,-2.370766,-3.675053,0.000058,1.000000,4
map,-2.345766,-3.675050,0.000053,1.000000,4
map,-2.320766,-3.675047,0.000051,1.000000,4
map,-2.295766,-3.675045,0.000049,1.000000,4
map,-2.270766,-3.675042,0.000046,1.000000,4
map,-2.245766,-3.675040,0.000043,1.000000,4
map,-2.220766,-3.675038,0.000041,1.000000,4
map,-2.195766,-3.675036,0.000039,1.000000,4
map,-2.170766,-3.675034,0.000036,1.000000,4
map,-2.145766,-3.675032,0.000035,1.000000,4
map,-2.120766,-3.675031,0.000033,1.000000,4
map,-2.095766,-3.675029,0.000031,1.000000,4
map,-2.070766,-3.675027,0.000030,1.000000,4
map,-2.045766,-3.675026,0.000028,1.000000,4
map,-2.020766,-3.675025,0.000026,1.000000,4
map,-1.995766,-3.675024,0.000025,1.000000,4
map,-1.970766,-3.675022,0.000024,1.000000,4
map,-1.945766,-3.675021,0.000022,1.000000,4
map,-1.920766,-3.675020,0.000021,1.000000,4
map,-1.895766,-3.675019,0.000020,1.000000,4
map,-1.870766,-3.675018,0.000019,1.000000,4
map,-1.845766,-3.675017,0.000018,1.000000,4
map,-1.820766,-3.675016,0.000017,1.000000,4
map,-1.795766,-3.675015,0.000016,1.000000,4
map,-1.770766,-3.675014,0.000015,1.000000,4
map,-1.745766,-3.675014,0.000014,1.000000,4
map,-1.720766,-3.675013,0.000013,1.000000,4
map,-1.695766,-3.675013,0.000012,1.000000,4
map,-1.670766,-3.675012,0.000012,1.000000,4
map,-1.645766,-3.675011,0.000012,1.000000,4
map,-1.620766,-3.675011,0.000010,1.000000,4
map,-1.595766,-3.675010,0.000010,1.000000,4
map,-1.570766,-3.675010,0.000010,1.000000,4
map,-1.545766,-3.675009,0.000009,1.000000,4
map,-1.520766,-3.675009,0.000009,1.000000,4
map,-1.495766,-3.675008,0.000009,1.000000,4
map,-1.470766,-3.675008,0.000008,1.000000,4
map,-1.445766,-3.675008,0.000008,1.000000,4
map,-1.420766,-3.675007,0.000008,1.000000,4
map,-1.395766,-3.675007,0.000007,1.000000,4
map,-1.370766,-3.675007,0.000006,1.000000,4
map,-1.345766,-3.675006,0.000006,1.000000,4
map,-1.320766,-3.675006,0.000005,1.000000,4
map,-1.295766,-3.675006,0.000005,1.000000,4
map,-1.270766,-3.675005,0.000006,1.000000,4
map,-1.245766,-3.675005,0.000005,1.000000,4
map,-1.220766,-3.675005,0.000005,1.000000,4
map,-1.195766,-3.675005,0.000005,1.000000,4
map,-1.170766,-3.675004,0.000005,1.000000,4
map,-1.145766,-3.675004,0.000005,1.000000,4
map,-1.120766,-3.675004,0.000005,1.000000,4
map,-1.095766,-3.675004,0.000005,1.000000,4
map,-1.070766,-3.675004,0.000004,1.000000,4
map,-1.045766,-3.675004,0.000004,1.000000,4
map,-1.020766,-3.675003,0.000004,1.000000,4
map,-0.995766,-3.675003,0.000004,1.000000,4
map,-0.970766,-3.675003,0.000004,1.000000,4
map,-0.945766,-3.675003,0.000003,1.000000,4
map,-0.920766,-3.675003,0.000002,1.000000,4
map,-0.895766,-3.675003,0.000003,1.000000,4
map,-0.870766,-3.675002,0.000004,1.000000,4
map,-0.845766,-3.675002,0.000004,1.000000,4
map,-0.820766,-3.675002,0.000003,1.000000,4
map,-0.795766,-3.675002,0.000003,1.000000,4
map,-0.770766,-3.675002,0.000003,1.000000,4
map,-0.745766,-3.675002,0.000001,1.000000,4
map,-0.720766,-3.675002,0.000000,1.000000,4
map,-0.695766,-3.675002,0.000000,1.000000,4
map,-0.670766,-3.675002,0.000000,1.000000,4
map,-0.645766,-3.675002,0.000000,1.000000,4
map,-0.620766,-3.675002,0.000000,1.000000,4
map,-0.595766,-3.675002,0.000000,1.000000,4
map,-0.570766,-3.675002,0.000000,1.000000,4
map,-0.545766,-3.675002,0.000001,1.000000,4
map,-0.520766,-3.675001,0.000001,1.000000,4
map,-0.495766,-3.675001,0.000000,1.000000,4
map,-0.470766,-3.675001,0.000000,1.000000,4
map,-0.445766,-3.675001,0.000001,1.000000,4
map,-0.420766,-3.675001,0.000001,1.000000,4
map,-0.395766,-3.675001,0.000000,1.000000,4
map,-0.370766,-3.675001,0.000001,1.000000,4
map,-0.345766,-3.675001,0.000001,1.000000,4
map,-0.320766,-3.675001,0.000001,1.000000,4
map,-0.295766,-3.675001,0.000002,1.000000,4
map,-0.270766,-3.675001,0.000003,1.000000,4
map,-0.245766,-3.675001,0.000002,1.000000,4
map,-0.220766,-3.675001,0.000000,1.000000,4
map,-0.195766,-3.675001,0.000001,1.000000,4
map,-0.170766,-3.675001,0.000001,1.000000,4
map,-0.145766,-3.675001,0.000001,1.000000,4
map,-0.120766,-3.675001,0.000002,1.000000,4
map,-0.095766,-3.675001,0.000001,1.000000,4
map,-0.070766,-3.675001,0.000000,1.000000,4
map,-0.045766,-3.675001,0.000000,1.000000,4
map,-0.020766,-3.675001,0.000000,1.000000,4
map,0.004234,-3.675001,0.000000,1.000000,4
map,0.029234,-3.675001,0.000000,1.000000,4
map,0.054234,-3.675001,0.000000,1.000000,4
map,0.079234,-3.675001,0.000000,1.000000,4
map,0.104234,-3.675001,0.000000,1.000000,4
map,0.129234,-3.675001,0.000000,1.000000,4
map,0.154234,-3.675001,0.000000,1.000000,4
map,0.179234,-3.675001,0.000000,1.000000,4
map,0.204234,-3.675001,0.000000,1.000000,4
map,0.229234,-3.675001,0.000000,1.000000,4
map,0.254234,-3.675001,0.000000,1.000000,4
map,0.279234,-3.675001,0.000000,1.000000,4
map,0.304234,-3.675001,0.000000,1.000000,4
map,0.329234,-3.675001,0.000000,1.000000,4
map,0.354234,-3.675001,0.000000,1.000000,4
map,0.379234,-3.675001,0.000000,1.000000,4
map,0.404234,-3.675001,0.000000,1.000000,4
map,0.429234,-3.675001,0.000000,1.000000,4
map,0.454234,-3.675001,0.000000,1.000000,4
map,0.479234,-3.675001,0.000000,1.000000,4
map,0.504234,-3.675001,0.000000,1.000000,4
map,0.529234,-3.675001,0.000000,1.000000,4
map,0.554234,-3.675001,0.000000,1.000000,4
map,0.579234,-3.675001,0.000000,1.000000,4
map,0.604234,-3.675001,0.000000,1.000000,4
map,0.629234,-3.675001,0.000000,1.000000,4
map,0.654234,-3.675001,0.000000,1.000000,4
map,0.679234,-3.675001,-0.000002,1.000000,4
map,0.704234,-3.675001,-0.000003,1.000000,4
map,0.729234,-3.675001,-0.000002,1.000000,4
map,0.754234,-3.675001,-0.000003,1.000000,4
map,0.779234,-3.675001,-0.000004,1.000000,4
map,0.804234,-3.675001,-0.000005,1.000000,4
map,0.829234,-3.675002,-0.000006,1.000000,4
map,0.854234,-3.675002,-0.000006,1.000000,4
map,0.879234,-3.675002,-0.000007,1.000000,4
map,0.904234,-3.675003,-0.000008,1.000000,4
map,0.929234,-3.675003,-0.000010,1.000000,4
map,0.954234,-3.675004,-0.000011,1.000000,4
map,0.979234,-3.675004,-0.000013,1.000000,4
map,1.004234,-3.675005,-0.000015,1.000000,4
map,1.029234,-3.675006,-0.000018,1.000000,4
map,1.054234,-3.675007,-0.000022,1.000000,4
map,1.079234,-3.675008,-0.000025,1.000000,4
map,1.104234,-3.675009,-0.000029,1.000000,4
map,1.129234,-3.675011,-0.000033,1.000000,4
map,1.154234,-3.675013,-0.000040,1.000000,4
map,1.179234,-3.675015,-0.000047,1.000000,4
map,1.204234,-3.675017,-0.000054,1.000000,4
map,1.229234,-3.675020,-0.000065,1.000000,4
map,1.254234,-3.675024,-0.000075,1.000000,4
map,1.279234,-3.675028,-0.000088,1.000000,4
map,1.304234,-3.675032,-0.000104,1.000000,4
map,1.329234,-3.675038,-0.000121,1.000000,4
