frame,plan_position_x,plan_position_y,plan_orientation_z,plan_orientation_w,ID
map,0.974449,-2.487777,-0.748134,0.663548,2
map,0.971465,-2.512599,-0.748120,0.663563,2
map,0.968481,-2.537421,-0.748103,0.663583,2
map,0.965499,-2.562242,-0.748083,0.663605,2
map,0.962518,-2.587064,-0.748060,0.663632,2
map,0.959540,-2.611886,-0.748034,0.663661,2
map,0.956563,-2.636708,-0.748006,0.663692,2
map,0.953588,-2.661530,-0.747971,0.663731,2
map,0.950617,-2.686352,-0.747937,0.663770,2
map,0.947647,-2.711176,-0.747899,0.663813,2
map,0.944681,-2.735999,-0.747854,0.663864,2
map,0.941719,-2.760823,-0.747807,0.663916,2
map,0.938760,-2.785647,-0.747759,0.663971,2
map,0.935804,-2.810472,-0.747703,0.664034,2
map,0.932854,-2.835297,-0.747644,0.664100,2
map,0.929907,-2.860123,-0.747583,0.664169,2
map,0.926966,-2.884949,-0.747522,0.664237,2
map,0.924029,-2.909776,-0.747478,0.664287,2
map,0.921093,-2.934604,-0.747448,0.664321,2
map,0.918161,-2.959430,-0.747415,0.664358,2
map,0.915231,-2.984258,-0.747378,0.664399,2
map,0.912303,-3.009086,-0.747345,0.664436,2
map,0.909378,-3.033915,-0.747307,0.664479,2
map,0.906456,-3.058743,-0.747266,0.664525,2
map,0.903537,-3.083572,-0.747225,0.664571,2
map,0.900622,-3.108402,-0.747179,0.664623,2
map,0.897710,-3.133232,-0.747134,0.664674,2
map,0.894801,-3.158062,-0.747085,0.664728,2
map,0.891896,-3.182893,-0.747034,0.664786,2
map,0.888995,-3.207724,-0.746980,0.664846,2
map,0.886098,-3.232555,-0.746922,0.664912,2
map,0.883206,-3.257387,-0.746863,0.664978,2
map,0.880318,-3.282220,-0.746802,0.665047,2
map,0.877435,-3.307053,-0.746740,0.665116,2
map,0.874556,-3.331887,-0.746692,0.665170,2
map,0.871680,-3.356721,-0.746651,0.665216,2
map,0.868807,-3.381555,-0.746612,0.665260,2
map,0.865937,-3.406390,-0.746574,0.665302,2
map,0.863070,-3.431225,-0.746531,0.665351,2
map,0.860206,-3.456061,-0.746490,0.665397,2
map,0.857345,-3.480896,-0.746446,0.665445,2
map,0.854488,-3.505733,-0.746397,0.665501,2
map,0.851634,-3.530569,-0.746352,0.665551,2
map,0.848784,-3.555406,-0.746306,0.665603,2
map,0.845937,-3.580244,-0.746255,0.665660,2
map,0.843094,-3.605081,-0.746201,0.665720,2
map,0.840255,-3.629919,-0.746147,0.665781,2
map,0.837420,-3.654758,-0.746091,0.665844,2
map,0.834590,-3.679597,-0.746035,0.665907,2
map,0.831764,-3.704437,-0.745976,0.665973,2
map,0.828942,-3.729278,-0.745915,0.666041,2
map,0.826125,-3.754118,-0.745859,0.666104,2
map,0.823311,-3.778960,-0.745813,0.666156,2
map,0.820501,-3.803801,-0.745774,0.666199,2
map,0.817693,-3.828643,-0.745731,0.666248,2
map,0.814890,-3.853485,-0.745685,0.666299,2
map,0.812089,-3.878328,-0.745644,0.666345,2
map,0.809291,-3.903171,-0.745598,0.666396,2
map,0.806497,-3.928014,-0.745552,0.666448,2
map,0.803706,-3.952858,-0.745506,0.666499,2
map,0.800919,-3.977702,-0.745454,0.666557,2
map,0.798136,-4.002547,-0.745406,0.666611,2
map,0.795356,-4.027392,-0.745357,0.666665,2
map,0.792580,-4.052237,-0.745304,0.666725,2
map,0.789809,-4.077083,-0.745249,0.666786,2
map,0.787041,-4.101929,-0.745196,0.666846,2
map,0.784277,-4.126776,-0.745140,0.666909,2
map,0.781518,-4.151623,-0.745083,0.666971,2
map,0.778762,-4.176471,-0.745025,0.667037,2
map,0.776011,-4.201319,-0.744968,0.667100,2
map,0.773264,-4.226168,-0.744922,0.667152,2
map,0.770521,-4.251017,-0.744881,0.667197,2
map,0.767780,-4.275866,-0.744838,0.667246,2
map,0.765042,-4.300715,-0.744794,0.667295,2
map,0.762308,-4.325566,-0.744750,0.667344,2
map,0.759577,-4.350417,-0.744704,0.667394,2
map,0.756849,-4.375267,-0.744658,0.667446,2
map,0.754125,-4.400118,-0.744612,0.667497,2
map,0.751405,-4.424969,-0.744564,0.667552,2
map,0.748688,-4.449821,-0.744514,0.667606,2
map,0.745974,-4.474674,-0.744466,0.667661,2
map,0.743265,-4.499527,-0.744415,0.667717,2
map,0.740559,-4.524380,-0.744361,0.667777,2
map,0.737858,-4.549233,-0.744310,0.667835,2
map,0.735159,-4.574088,-0.744258,0.667892,2
map,0.732465,-4.598942,-0.744202,0.667955,2
map,0.729776,-4.623797,-0.744146,0.668017,2
map,0.727090,-4.648652,-0.744092,0.668077,2
map,0.724408,-4.673508,-0.744046,0.668128,2
map,0.721730,-4.698363,-0.744002,0.668177,2
map,0.719055,-4.723220,-0.743958,0.668226,2
map,0.716382,-4.748077,-0.743915,0.668274,2
map,0.713714,-4.772934,-0.743872,0.668322,2
map,0.711048,-4.797791,-0.743828,0.668371,2
map,0.708386,-4.822649,-0.743782,0.668423,2
map,0.705727,-4.847507,-0.743738,0.668471,2
map,0.703071,-4.872366,-0.743692,0.668523,2
map,0.700419,-4.897225,-0.743643,0.668577,2
map,0.697770,-4.922085,-0.743594,0.668631,2
map,0.695126,-4.946944,-0.743546,0.668685,2
map,0.692484,-4.971804,-0.743497,0.668739,2
map,0.689847,-4.996665,-0.743448,0.668794,2
map,0.687213,-5.021525,-0.743397,0.668851,2
map,0.684583,-5.046387,-0.743346,0.668908,2
map,0.681957,-5.071249,-0.743292,0.668967,2
map,0.679335,-5.096110,-0.743238,0.669027,2
map,0.676716,-5.120973,-0.743187,0.669084,2
map,0.674102,-5.145836,-0.743140,0.669136,2
map,0.671491,-5.170699,-0.743102,0.669178,2
map,0.668882,-5.195563,-0.743058,0.669227,2
map,0.666277,-5.220427,-0.743014,0.669275,2
map,0.663675,-5.245291,-0.742974,0.669321,2
map,0.661076,-5.270155,-0.742930,0.669369,2
map,0.658481,-5.295020,-0.742883,0.669421,2
map,0.655888,-5.319886,-0.742840,0.669469,2
map,0.653299,-5.344751,-0.742796,0.669517,2
map,0.650714,-5.369617,-0.742750,0.669569,2
map,0.648132,-5.394484,-0.742704,0.669620,2
map,0.645553,-5.419350,-0.742658,0.669671,2
map,0.642978,-5.444217,-0.742609,0.669725,2
map,0.640406,-5.469085,-0.742560,0.669780,2
map,0.637838,-5.493952,-0.742514,0.669830,2
map,0.635273,-5.518820,-0.742465,0.669885,2
map,0.632713,-5.543689,-0.742414,0.669942,2
map,0.630156,-5.568558,-0.742362,0.669999,2
map,0.627602,-5.593427,-0.742311,0.670056,2
map,0.625053,-5.618297,-0.742264,0.670107,2
map,0.622507,-5.643167,-0.742226,0.670150,2
map,0.619963,-5.668037,-0.742185,0.670195,2
map,0.617423,-5.692908,-0.742144,0.670241,2
map,0.614885,-5.717779,-0.742103,0.670286,2
map,0.612351,-5.742650,-0.742059,0.670335,2
map,0.609820,-5.767521,-0.742018,0.670380,2
map,0.607292,-5.792393,-0.741974,0.670428,2
map,0.604768,-5.817265,-0.741931,0.670477,2
map,0.602246,-5.842138,-0.741889,0.670522,2
map,0.599728,-5.867011,-0.741846,0.670571,2
map,0.597213,-5.891884,-0.741799,0.670622,2
map,0.594701,-5.916757,-0.741753,0.670673,2
map,0.592193,-5.941631,-0.741707,0.670724,2
map,0.589688,-5.966506,-0.741663,0.670773,2
map,0.587187,-5.991380,-0.741617,0.670824,2
map,0.584689,-6.016255,-0.741568,0.670878,2
map,0.582194,-6.041130,-0.741522,0.670929,2
map,0.579703,-6.066006,-0.741475,0.670981,2
map,0.577216,-6.090882,-0.741427,0.671034,2
map,0.574732,-6.115757,-0.741380,0.671085,2
map,0.572251,-6.140635,-0.741341,0.671128,2
map,0.569773,-6.165511,-0.741303,0.671170,2
map,0.567298,-6.190388,-0.741261,0.671216,2
map,0.564826,-6.215266,-0.741223,0.671259,2
map,0.562357,-6.240144,-0.741182,0.671304,2
map,0.559891,-6.265022,-0.741139,0.671352,2
map,0.557428,-6.289900,-0.741100,0.671395,2
map,0.554968,-6.314779,-0.741058,0.671441,2
map,0.552512,-6.339658,-0.741014,0.671489,2
map,0.550058,-6.364538,-0.740974,0.671534,2
map,0.547607,-6.389417,-0.740932,0.671580,2
map,0.545160,-6.414297,-0.740889,0.671628,2
map,0.542716,-6.439177,-0.740842,0.671679,2
map,0.540275,-6.464058,-0.740799,0.671727,2
map,0.537838,-6.488938,-0.740757,0.671773,2
map,0.535403,-6.513820,-0.740711,0.671824,2
map,0.532972,-6.538701,-0.740664,0.671875,2
map,0.530545,-6.563583,-0.740621,0.671923,2
map,0.528121,-6.588465,-0.740574,0.671974,2
map,0.525700,-6.613348,-0.740531,0.672023,2
map,0.523282,-6.638231,-0.740490,0.672068,2
map,0.520867,-6.663114,-0.740454,0.672108,2
map,0.518455,-6.687997,-0.740417,0.672147,2
map,0.516045,-6.712881,-0.740376,0.672193,2
map,0.513639,-6.737765,-0.740337,0.672236,2
map,0.511236,-6.762649,-0.740299,0.672278,2
map,0.508835,-6.787533,-0.740258,0.672323,2
map,0.506437,-6.812418,-0.740219,0.672366,2
map,0.504043,-6.837303,-0.740178,0.672411,2
map,0.501651,-6.862189,-0.740136,0.672457,2
map,0.499262,-6.887074,-0.740098,0.672499,2
map,0.496877,-6.911960,-0.740057,0.672544,2
map,0.494494,-6.936846,-0.740013,0.672593,2
map,0.492115,-6.961733,-0.739971,0.672638,2
map,0.489738,-6.986619,-0.739933,0.672681,2
map,0.487365,-7.011507,-0.739889,0.672729,2
map,0.484995,-7.036394,-0.739845,0.672777,2
map,0.482628,-7.061282,-0.739804,0.672823,2
map,0.480264,-7.086170,-0.739760,0.672871,2
map,0.477903,-7.111058,-0.739714,0.672922,2
map,0.475546,-7.135947,-0.739672,0.672967,2
map,0.473192,-7.160836,-0.739636,0.673007,2
map,0.470840,-7.185725,-0.739600,0.673046,2
map,0.468491,-7.210614,-0.739564,0.673086,2
map,0.466144,-7.235504,-0.739528,0.673126,2
map,0.463801,-7.260394,-0.739492,0.673165,2
map,0.461459,-7.285284,-0.739453,0.673208,2
map,0.459121,-7.310174,-0.739414,0.673251,2
map,0.456786,-7.335065,-0.739378,0.673290,2
map,0.454453,-7.359956,-0.739340,0.673333,2
map,0.452124,-7.384847,-0.739299,0.673378,2
map,0.449797,-7.409739,-0.739260,0.673420,2
map,0.447473,-7.434630,-0.739224,0.673460,2
map,0.445152,-7.459522,-0.739182,0.673505,2
map,0.442834,-7.484415,-0.739141,0.673551,2
map,0.440519,-7.509307,-0.739105,0.673590,2
map,0.438207,-7.534200,-0.739064,0.673636,2
map,0.435898,-7.559093,-0.739022,0.673681,2
map,0.433591,-7.583987,-0.738984,0.673723,2
map,0.431288,-7.608880,-0.738942,0.673769,2
map,0.428988,-7.633774,-0.738898,0.673817,2
map,0.426691,-7.658669,-0.738857,0.673862,2
map,0.424397,-7.683563,-0.738824,0.673899,2
map,0.422105,-7.708457,-0.738787,0.673939,2
map,0.419816,-7.733353,-0.738751,0.673978,2
map,0.417529,-7.758248,-0.738718,0.674015,2
map,0.415246,-7.783144,-0.738682,0.674054,2
map,0.412964,-7.808039,-0.738646,0.674094,2
map,0.410686,-7.832935,-0.738612,0.674131,2
map,0.408410,-7.857831,-0.738576,0.674171,2
map,0.406136,-7.882728,-0.738537,0.674213,2
map,0.403866,-7.907624,-0.738501,0.674253,2
map,0.401598,-7.932521,-0.738465,0.674292,2
map,0.399333,-7.957418,-0.738429,0.674332,2
map,0.397070,-7.982316,-0.738392,0.674371,2
map,0.394811,-8.007214,-0.738354,0.674414,2
map,0.392554,-8.032111,-0.738315,0.674456,2
map,0.390300,-8.057010,-0.738276,0.674499,2
map,0.388049,-8.081908,-0.738237,0.674541,2
map,0.385800,-8.106807,-0.738201,0.674581,2
map,0.383555,-8.131706,-0.738160,0.674626,2
map,0.381312,-8.156605,-0.738121,0.674668,2
map,0.379072,-8.181504,-0.738082,0.674711,2
map,0.376836,-8.206404,-0.738044,0.674753,2
map,0.374601,-8.231304,-0.738007,0.674793,2
map,0.372370,-8.256205,-0.737974,0.674829,2
map,0.370141,-8.281105,-0.737943,0.674863,2
map,0.367914,-8.306005,-0.737906,0.674903,2
map,0.365690,-8.330906,-0.737870,0.674942,2
map,0.363469,-8.355807,-0.737837,0.674979,2
map,0.361250,-8.380709,-0.737803,0.675016,2
map,0.359034,-8.405610,-0.737769,0.675053,2
map,0.356820,-8.430512,-0.737736,0.675089,2
map,0.354608,-8.455414,-0.737700,0.675129,2
map,0.352400,-8.480316,-0.737666,0.675166,2
map,0.350193,-8.505219,-0.737632,0.675203,2
map,0.347989,-8.530122,-0.737596,0.675242,2
map,0.345788,-8.555024,-0.737560,0.675281,2
map,0.343590,-8.579927,-0.737526,0.675318,2
map,0.341394,-8.604831,-0.737490,0.675358,2
map,0.339201,-8.629734,-0.737454,0.675397,2
map,0.337010,-8.654638,-0.737418,0.675437,2
map,0.334822,-8.679543,-0.737379,0.675479,2
map,0.332637,-8.704447,-0.737343,0.675519,2
map,0.330455,-8.729351,-0.737307,0.675558,2
map,0.328275,-8.754256,-0.737271,0.675598,2
map,0.326098,-8.779161,-0.737234,0.675637,2
map,0.323924,-8.804067,-0.737198,0.675677,2
map,0.321752,-8.828972,-0.737164,0.675713,2
map,0.319582,-8.853878,-0.737133,0.675747,2
map,0.317415,-8.878783,-0.737102,0.675781,2
map,0.315250,-8.903689,-0.737071,0.675815,2
map,0.313088,-8.928596,-0.737038,0.675852,2
map,0.310928,-8.953503,-0.737004,0.675889,2
map,0.308770,-8.978409,-0.736973,0.675923,2
map,0.306615,-9.003316,-0.736942,0.675956,2
map,0.304462,-9.028223,-0.736906,0.675996,2
map,0.302312,-9.053130,-0.736872,0.676032,2
map,0.300164,-9.078038,-0.736841,0.676066,2
map,0.298019,-9.102945,-0.736807,0.676103,2
map,0.295876,-9.127853,-0.736771,0.676143,2
map,0.293736,-9.152762,-0.736737,0.676179,2
map,0.291597,-9.177670,-0.736706,0.676213,2
map,0.289462,-9.202579,-0.736670,0.676253,2
map,0.287329,-9.227488,-0.736636,0.676289,2
map,0.285199,-9.252398,-0.736603,0.676326,2
map,0.283071,-9.277307,-0.736566,0.676365,2
map,0.280946,-9.302216,-0.736530,0.676405,2
map,0.278823,-9.327126,-0.736494,0.676444,2
map,0.276703,-9.352036,-0.736460,0.676481,2
map,0.274586,-9.376945,-0.736426,0.676518,2
map,0.272471,-9.401856,-0.736398,0.676549,2
map,0.270358,-9.426766,-0.736370,0.676579,2
map,0.268247,-9.451677,-0.736336,0.676616,2
map,0.266139,-9.476588,-0.736305,0.676650,2
map,0.264032,-9.501499,-0.736276,0.676681,2
map,0.261928,-9.526411,-0.736245,0.676715,2
map,0.259827,-9.551322,-0.736214,0.676749,2
map,0.257727,-9.576234,-0.736183,0.676782,2
map,0.255630,-9.601146,-0.736152,0.676816,2
map,0.253535,-9.626058,-0.736123,0.676847,2
map,0.251442,-9.650970,-0.736090,0.676884,2
map,0.249352,-9.675882,-0.736056,0.676921,2
map,0.247265,-9.700795,-0.736025,0.676954,2
map,0.245179,-9.725708,-0.735994,0.676988,2
map,0.243096,-9.750621,-0.735963,0.677022,2
map,0.241015,-9.775535,-0.735932,0.677056,2
map,0.238936,-9.800447,-0.735898,0.677092,2
map,0.236860,-9.825361,-0.735862,0.677132,2
map,0.234787,-9.850275,-0.735831,0.677166,2
map,0.232716,-9.875190,-0.735799,0.677199,2
map,0.230647,-9.900104,-0.735763,0.677239,2
map,0.228581,-9.925018,-0.735730,0.677275,2
map,0.226517,-9.949933,-0.735698,0.677309,2
map,0.224456,-9.974848,-0.735667,0.677343,2
map,0.222397,-9.999763,-0.735639,0.677374,2
map,0.220339,-10.024678,-0.735613,0.677402,2
map,0.218284,-10.049593,-0.735584,0.677433,2
map,0.216231,-10.074509,-0.735553,0.677467,2
map,0.214180,-10.099424,-0.735527,0.677495,2
map,0.212131,-10.124340,-0.735499,0.677526,2
map,0.210084,-10.149257,-0.735468,0.677560,2
map,0.208040,-10.174172,-0.735439,0.677591,2
map,0.205997,-10.199089,-0.735411,0.677622,2
map,0.203957,-10.224006,-0.735379,0.677656,2
map,0.201919,-10.248922,-0.735348,0.677689,2
map,0.199883,-10.273840,-0.735322,0.677717,2
map,0.197849,-10.298757,-0.735291,0.677751,2
map,0.195818,-10.323674,-0.735260,0.677785,2
map,0.193788,-10.348592,-0.735232,0.677816,2
map,0.191761,-10.373509,-0.735200,0.677850,2
map,0.189736,-10.398427,-0.735169,0.677884,2
map,0.187714,-10.423346,-0.735138,0.677917,2
map,0.185693,-10.448263,-0.735107,0.677951,2
map,0.183675,-10.473182,-0.735078,0.677982,2
map,0.181659,-10.498100,-0.735047,0.678016,2
map,0.179646,-10.523019,-0.735014,0.678052,2
map,0.177635,-10.547938,-0.734982,0.678086,2
map,0.175626,-10.572858,-0.734951,0.678120,2
map,0.173620,-10.597776,-0.734923,0.678151,2
map,0.171615,-10.622696,-0.734897,0.678179,2
map,0.169612,-10.647615,-0.734871,0.678207,2
map,0.167611,-10.672536,-0.734845,0.678235,2
map,0.165612,-10.697455,-0.734819,0.678263,2
map,0.163615,-10.722376,-0.734790,0.678294,2
map,0.161621,-10.747296,-0.734759,0.678328,2
map,0.159628,-10.772217,-0.734733,0.678356,2
map,0.157637,-10.797137,-0.734707,0.678384,2
map,0.155649,-10.822058,-0.734679,0.678415,2
map,0.153662,-10.846979,-0.734650,0.678446,2
map,0.151678,-10.871900,-0.734622,0.678477,2
map,0.149695,-10.896821,-0.734596,0.678505,2
map,0.147715,-10.921742,-0.734570,0.678533,2
map,0.145736,-10.946664,-0.734541,0.678564,2
map,0.143760,-10.971586,-0.734513,0.678595,2
map,0.141785,-10.996508,-0.734487,0.678623,2
map,0.139813,-11.021430,-0.734458,0.678654,2
map,0.137842,-11.046352,-0.734427,0.678688,2
map,0.135874,-11.071275,-0.734398,0.678719,2
map,0.133908,-11.096197,-0.734370,0.678750,2
map,0.131944,-11.121119,-0.734339,0.678783,2
map,0.129983,-11.146043,-0.734310,0.678814,2
map,0.128023,-11.170966,-0.734281,0.678845,2
map,0.126066,-11.195889,-0.734253,0.678876,2
map,0.124110,-11.220813,-0.734227,0.678904,2
map,0.122157,-11.245736,-0.734204,0.678929,2
map,0.120205,-11.270659,-0.734175,0.678960,2
map,0.118256,-11.295584,-0.734146,0.678991,2
map,0.116308,-11.320508,-0.734123,0.679016,2
map,0.114362,-11.345432,-0.734097,0.679045,2
map,0.112418,-11.370357,-0.734074,0.679070,2
map,0.110476,-11.395281,-0.734048,0.679098,2
map,0.108535,-11.420205,-0.734019,0.679129,2
map,0.106597,-11.445130,-0.733993,0.679157,2
map,0.104661,-11.470055,-0.733967,0.679185,2
map,0.102726,-11.494980,-0.733941,0.679213,2
map,0.100794,-11.519905,-0.733915,0.679241,2
map,0.098863,-11.544830,-0.733889,0.679269,2
map,0.096935,-11.569756,-0.733861,0.679300,2
map,0.095008,-11.594682,-0.733832,0.679331,2
map,0.093084,-11.619607,-0.733803,0.679362,2
map,0.091161,-11.644533,-0.733777,0.679390,2
map,0.089241,-11.669459,-0.733751,0.679418,2
map,0.087322,-11.694386,-0.733723,0.679449,2
map,0.085406,-11.719313,-0.733694,0.679480,2
map,0.083492,-11.744239,-0.733666,0.679511,2
map,0.081579,-11.769166,-0.733637,0.679542,2
map,0.079669,-11.794092,-0.733608,0.679572,2
map,0.077761,-11.819019,-0.733582,0.679600,2
map,0.075855,-11.843946,-0.733556,0.679629,2
map,0.073951,-11.868875,-0.733533,0.679654,2
map,0.072048,-11.893802,-0.733510,0.679679,2
map,0.070147,-11.918730,-0.733486,0.679704,2
map,0.068248,-11.943657,-0.733463,0.679730,2
map,0.066350,-11.968585,-0.733439,0.679755,2
map,0.064454,-11.993513,-0.733413,0.679783,2
map,0.062561,-12.018441,-0.733395,0.679802,2
map,0.062561,-12.018441,-0.775042,0.631910,2

map,1.127611,-0.619024,-0.776157,0.630540,3
map,1.122019,-0.645748,-0.736988,0.675906,3
map,1.123133,-0.670723,-0.696868,0.717200,3
map,1.123456,-0.695721,-0.703927,0.710272,3
map,1.123581,-0.720720,-0.705976,0.708236,3
map,1.123616,-0.745721,-0.707020,0.707193,3
map,1.123594,-0.770720,-0.707848,0.706365,3
map,1.123511,-0.795721,-0.708640,0.705570,3
map,1.123377,-0.820720,-0.709393,0.704813,3
map,1.123187,-0.845720,-0.710162,0.704039,3
map,1.122944,-0.870718,-0.710940,0.703252,3
map,1.122643,-0.895717,-0.711755,0.702427,3
map,1.122284,-0.920714,-0.712602,0.701569,3
map,1.121863,-0.945711,-0.713484,0.700671,3
map,1.121378,-0.970706,-0.714398,0.699740,3
map,1.120827,-0.995700,-0.715351,0.698766,3
map,1.120205,-1.020692,-0.716339,0.697752,3
map,1.119513,-1.045682,-0.717358,0.696705,3
map,1.118745,-1.070670,-0.718408,0.695622,3
map,1.117902,-1.095656,-0.719490,0.694503,3
map,1.116979,-1.120639,-0.720597,0.693354,3
map,1.115976,-1.145619,-0.721729,0.692176,3
map,1.114889,-1.170595,-0.722886,0.690967,3
map,1.113719,-1.195568,-0.724067,0.689730,3
map,1.112462,-1.220537,-0.725267,0.688468,3
map,1.111118,-1.245500,-0.726484,0.687183,3
map,1.109684,-1.270459,-0.727719,0.685875,3
map,1.108160,-1.295412,-0.728971,0.684545,3
map,1.106544,-1.320360,-0.730234,0.683197,3
map,1.104836,-1.345302,-0.731515,0.681825,3
map,1.103033,-1.370237,-0.732807,0.680436,3
map,1.101136,-1.395164,-0.734110,0.679030,3
map,1.099141,-1.420085,-0.735429,0.677602,3
map,1.097050,-1.444997,-0.736756,0.676159,3
map,1.094860,-1.469901,-0.738092,0.674700,3
map,1.092572,-1.494797,-0.739440,0.673222,3
map,1.090183,-1.519682,-0.740799,0.671727,3
map,1.087694,-1.544558,-0.742170,0.670212,3
map,1.085101,-1.569423,-0.743549,0.668682,3
map,1.082407,-1.594277,-0.744937,0.667134,3
map,1.079608,-1.619120,-0.746339,0.665566,3
map,1.076705,-1.643951,-0.747473,0.664293,3
map,1.073737,-1.668774,-0.747965,0.663738,3
map,1.070760,-1.693596,-0.748085,0.663603,3
map,1.067774,-1.718417,-0.748198,0.663476,3
map,1.064780,-1.743237,-0.748297,0.663364,3
map,1.061779,-1.768056,-0.748385,0.663264,3
map,1.058772,-1.792876,-0.748459,0.663181,3
map,1.055760,-1.817693,-0.748524,0.663108,3
map,1.052743,-1.842510,-0.748575,0.663050,3
map,1.049723,-1.867327,-0.748613,0.663008,3
map,1.046701,-1.892144,-0.748635,0.662982,3
map,1.043678,-1.916961,-0.748646,0.662970,3
map,1.040654,-1.941777,-0.748643,0.662973,3
map,1.037631,-1.966594,-0.748625,0.662994,3
map,1.034610,-1.991411,-0.748595,0.663028,3
map,1.031592,-2.016227,-0.748554,0.663074,3
map,1.028577,-2.041045,-0.748498,0.663137,3
map,1.025567,-2.065863,-0.748468,0.663171,3
map,1.022556,-2.090681,-0.748480,0.663157,3
map,1.019544,-2.115499,-0.748501,0.663134,3
map,1.016531,-2.140317,-0.748513,0.663120,3
map,1.013517,-2.165134,-0.748523,0.663108,3
map,1.010502,-2.189952,-0.748528,0.663103,3
map,1.007488,-2.214770,-0.748523,0.663108,3
map,1.004474,-2.239587,-0.748518,0.663114,3
map,1.001460,-2.264405,-0.748506,0.663128,3
map,0.998448,-2.289222,-0.748485,0.663152,3
map,0.995437,-2.314041,-0.748462,0.663178,3
map,0.992428,-2.338859,-0.748429,0.663215,3
map,0.989422,-2.363678,-0.748389,0.663261,3
map,0.986419,-2.388497,-0.748343,0.663312,3
map,0.983420,-2.413316,-0.748292,0.663370,3
map,0.980425,-2.438136,-0.748233,0.663436,3
map,0.977435,-2.462957,-0.748172,0.663505,3
map,0.974449,-2.487777,-0.748134,0.663548,3
map,0.971465,-2.512599,-0.748120,0.663563,3
map,0.968481,-2.537421,-0.748103,0.663583,3
map,0.965499,-2.562242,-0.748083,0.663605,3
map,0.962518,-2.587064,-0.748060,0.663632,3
map,0.959540,-2.611886,-0.748034,0.663661,3
map,0.956563,-2.636708,-0.748006,0.663692,3
map,0.953588,-2.661530,-0.747971,0.663731,3
map,0.950617,-2.686352,-0.747937,0.663770,3
map,0.947647,-2.711176,-0.747899,0.663813,3
map,0.944681,-2.735999,-0.747854,0.663864,3
map,0.941719,-2.760823,-0.747807,0.663916,3
map,0.938760,-2.785647,-0.747759,0.663971,3
map,0.935804,-2.810472,-0.747703,0.664034,3
map,0.932854,-2.835297,-0.747644,0.664100,3
map,0.929907,-2.860123,-0.747583,0.664169,3
map,0.926966,-2.884949,-0.747522,0.664237,3
map,0.924029,-2.909776,-0.747478,0.664287,3
map,0.921093,-2.934604,-0.747448,0.664321,3
map,0.918161,-2.959430,-0.747415,0.664358,3
map,0.915231,-2.984258,-0.747378,0.664399,3
map,0.912303,-3.009086,-0.747345,0.664436,3
map,0.909378,-3.033915,-0.747307,0.664479,3
